item,risk_pass,high_cv_pass,monitor_pass,pred_cv,pred_range_over_mean,cv_n_listings,cv_source,risk_rule_trend,risk_rule_price,risk_rule_liquidity,risk_rule_tail,risk_rule_listings,base_price,n_listings,avg_discount,median_discount,steam_sales_7d_n,steam_sales_7d_iqr_risk%,steam_sales_7d_downside_risk%,steam_sales_7d_tail_ratio,steam_turnover_proxy,steam_daily_ret_7d,steam_daily_slope_7d,steam_daily_ema_gap_3_14,steam_daily_range_14d_pct,steam_daily_downside_14d_pct,steam_discount_risk_score,risk_collected_at_utc,status,error,sort_by,collected_at_utc,currency,cap_hit,discount_sample_n,avg_ask,avg_predicted,key_trace,steam_sales_7d_mean,steam_sales_7d_median,steam_sales_7d_p10,steam_sales_7d_p25,steam_sales_7d_p75,steam_sales_7d_p90,steam_sales_7d_min,steam_sales_7d_max,steam_sales_7d_band_risk%,steam_daily_ret_3d,trade_days,steam_trade_currency,model_ready,has_summary,summary_ready,has_fit,fit_ready,monitor_pass_before_model_ready,tier,liquidity_score,liquidity_rank
USP-S | Cortex (Field-Tested),True,True,True,0.1551,2.8866590875389253,400,summary,True,True,True,True,True,4.13,50,0.0,0.0,1869,5.733617451286222,3.866347400101056,0.960958296362023,37.38,-0.0255291293912284,-0.005209505937377,-0.0214016046830451,0.0985221674876848,0.0123152709359607,-0.0069813745930214,2026-05-22T00:19:46.269812+00:00,ok,,best_deal,2026-04-18T22:26:45.327057+00:00,,True,8,4.20375,4.20375,1/1,4.5521,4.508,4.332,4.401,4.662,4.776,4.053,5.402,9.753740032073107,0.0106358904729577,7,3,True,True,True,True,True,True,A,0.9479553903345725,29.0
Glock-18 | Shinobu (Minimal Wear),True,True,True,0.1221,1.1402270513151878,295,summary,True,True,True,True,True,10.05,50,-0.0003760192166274,0.0,1143,7.023348142546556,4.404953209188007,0.9554833779136416,22.86,0.0375154335644409,0.0044408141173642,0.0018267574145696,0.0853167337971439,0.0621567191504943,-0.016872142521821,2026-05-22T00:22:22.277103+00:00,ok,,best_deal,2026-04-17T19:22:46.867779+00:00,,True,8,10.09875,10.095,1/1,10.579,10.468,10.002,10.181,10.924,11.331,9.645,12.65,12.56262406654692,0.0418693371483072,7,3,True,True,True,True,True,True,A,0.9047397769516728,52.0
MP9 | Arctic Tri-Tone (Field-Tested),True,True,True,0.0738,0.2478847847909368,400,summary,True,True,True,True,True,4.59,50,-0.0028654573820819,0.0,908,2.6576671588272403,2.3623708078464483,0.9762308998302208,18.16,0.004255319148936,0.0005200108697932,-0.0166617637695192,0.0817796610169491,0.0127118644067795,-0.0008412553656958,2026-05-22T00:40:00.709329+00:00,ok,,best_deal,2026-04-18T06:34:24.719460+00:00,,True,8,5.2425,5.2275,1/1,4.741,4.712,4.6,4.66,4.786,4.962,4.315,5.31,7.635519932503694,-0.0183028286189683,7,3,True,True,True,True,True,True,A,0.8717472118959108,70.0
Glock-18 | Vogue (Minimal Wear),True,True,True,0.1776,1.9508233035516505,265,summary,True,True,True,True,True,6.23,50,0.0014938398456623,0.0,880,7.286404263587415,4.1220229834008855,0.958257203092059,17.6,-0.0474427533251062,-0.0059806927471504,,0.1042176479055707,0.0,-0.0143361311039882,2026-05-22T00:09:04.813267+00:00,ok,,best_deal,2026-04-17T19:27:25.157285+00:00,,True,8,6.5375,6.547499999999999,1/1,7.2052,7.115,6.818,6.933,7.458,7.7528,5.652,8.561,12.973963248764782,-0.0607084910762574,7,3,True,True,True,True,True,True,A,0.8587360594795539,77.0
M4A1-S | Black Lotus (Factory New),True,True,True,0.2567,1.5182848616528362,400,summary,True,True,True,True,True,20.15,50,-0.0017890674535433,0.0,679,4.095253942721924,4.109120491060712,0.958490918429285,13.58,-0.0782125429242726,-0.0137359722661144,-0.0466819350005509,0.1275427675113965,0.0,-0.0196051218845113,2026-05-22T00:33:50.390839+00:00,ok,,best_deal,2026-04-17T21:17:08.343024+00:00,,True,8,20.4475,20.41125,1/1,21.6348,21.417,20.528,21.051,21.937,22.0476,18.123,31.913,7.023868951873835,-0.0405850263355906,7,3,True,True,True,True,True,True,A,0.8118029739776951,103.0
StatTrak™ AK-47 | Searing Rage (Field-Tested),True,True,True,0.0714,0.3659137982049513,173,summary,True,True,True,True,True,9.87,50,-0.0040097596702898,0.0,575,4.376329001120556,3.502827849687218,0.964748712484461,11.5,-0.0143940699879331,-0.0005474215216054,-0.0321630195741725,0.1765194578049846,0.0342369916921732,-0.0170998379070008,2026-05-22T00:45:48.014974+00:00,ok,,best_deal,2026-05-11T09:04:58.020052+00:00,,True,8,9.8975,9.8575,1/1,11.3337,11.262,10.865,11.042,11.538,11.907,9.344,13.8,9.193820199934706,0.0117678287028846,7,3,True,True,True,True,True,True,A,0.7936802973977695,112.0
USP-S | Cyrex (Field-Tested),True,True,True,0.0671,1.2110726643598615,384,summary,True,True,True,True,True,3.72,50,0.0018957056515255,0.0,560,2.963590177815405,4.629675748368774,0.9539167079821518,11.2,-0.0557475236120709,-0.0024206034989958,,0.1937057818980238,0.0409856062454257,-0.0226738552186672,2026-05-22T00:07:14.078627+00:00,ok,,best_deal,2026-04-18T22:26:58.060976+00:00,,True,8,3.88,3.8875,1/1,4.0154,4.034,3.8481,3.95,4.069,4.1911,3.308,5.243,8.542112865467939,0.0204132437142146,7,3,True,True,True,True,True,True,A,0.7881040892193308,115.0
USP-S | Black Lotus (Minimal Wear),True,True,True,0.0838,1.1632825719120135,223,summary,True,True,True,True,True,3.08,50,0.0003845401430184,0.0,481,6.86832842057065,5.151246315427974,0.9474452554744528,9.62,0.0422003505460428,0.0040384401829423,0.0264168642364472,0.1495472186287193,0.1495472186287193,-0.0306054326763523,2026-05-22T00:15:19.995466+00:00,ok,,best_deal,2026-04-18T22:24:55.329956+00:00,,True,8,3.1925,3.19375,1/1,3.4943,3.425,3.245,3.279,3.519,3.766,2.9,8.211,14.909996279655434,0.1215902495647127,7,3,True,True,True,True,True,True,A,0.7653345724907064,127.0
AK-47 | Inheritance (Battle-Scarred),True,True,True,0.0947,1.0132305392187768,174,summary,True,True,True,True,True,42.75,50,0.0042440428190542,0.0,456,2.8131770457196783,2.035442475418041,0.9795553968395678,9.12,-0.034112741245306,-0.0015612248742217,-0.0071112143999204,0.0368206322118374,0.0015031135924415,0.0039932283149493,2026-05-21T23:54:09.809251+00:00,ok,,best_deal,2026-04-17T00:44:41.463132+00:00,,True,8,42.935,43.1175,1/1,45.0025,44.804,43.888,44.341,45.607,46.511,42.72,49.834,5.828565079717804,-0.021249059776116,7,3,True,True,True,True,True,True,A,0.7430297397769516,138.0
Sawed-Off | Kiss♥Love (Battle-Scarred),True,True,True,0.1431,0.5939274539344073,50,summary,True,True,True,True,True,3.55,48,1.0379680819655455e-05,0.0,433,5.987708053071676,6.910922951122365,0.93085246766957,9.020833333333334,-0.0245524296675192,0.0004185405271579,,0.1636077608809647,0.013371788148925,-0.0490807730504391,2026-05-22T00:19:33.969127+00:00,ok,,best_deal,2026-04-19T06:56:18.200162+00:00,,False,8,3.4975,3.4975,1/2->2/2,3.7911,3.789,3.527,3.671,3.898,4.034,2.589,4.324,13.37342723747724,-0.0001310787783457,7,3,True,True,True,True,True,True,A,0.7351301115241635,144.0
StatTrak™ Glock-18 | Vogue (Field-Tested),True,True,True,0.1659,1.662877268066515,148,summary,True,True,True,True,True,6.53,50,0.0082126854775419,0.0,409,7.018992568125518,5.689779174768919,0.94304,8.18,0.0804157549234136,0.0108891908661964,0.0111925532918975,0.1034177215189873,0.0870886075949367,-0.0294282526461224,2026-05-21T23:33:58.716129+00:00,ok,,best_deal,2026-05-11T18:16:59.001624+00:00,,True,8,7.13375,7.1975,1/1,7.5082,7.5,7.0728,7.255,7.782,7.95,4.366,9.061,11.683226339202474,0.0795299262093469,7,3,True,True,True,True,True,True,A,0.7244423791821561,149.0
StatTrak™ AWP | Mortis (Field-Tested),True,True,True,0.1095,0.9782637827986386,137,summary,True,True,True,True,True,7.4,50,0.0001340655049849,0.0,400,4.435285433070867,3.137303149606309,0.9685379395434917,8.0,0.0121598844209007,0.0029984253206916,,0.169858451290591,0.0617342690614963,-0.0121541158022916,2026-05-22T00:18:31.992192+00:00,ok,,best_deal,2026-05-11T10:13:42.746727+00:00,,True,8,7.64875,7.65,1/1,8.128,8.105,7.85,7.9375,8.298,8.5311,4.962,9.57,8.379675196850402,0.0657961460446248,7,3,True,True,True,True,True,True,A,0.7197955390334573,153.0
Galil AR | Tuxedo (Factory New),True,True,True,0.4232,5.647840531561462,286,summary,True,True,True,True,True,3.97,50,0.0005979927829125,0.0,380,6.186478126380911,5.046863734679176,0.9490131578947368,7.6,0.0681012059588554,0.0082973955107082,0.0009715150198779,0.1434580473765773,0.0830197033429267,-0.0311806755390079,2026-05-22T00:13:48.050479+00:00,ok,,best_deal,2026-04-17T18:13:39.172683+00:00,,True,8,4.245,4.2475000000000005,1/1,4.2997,4.256,4.039,4.129,4.395,4.488,3.451,8.853,10.442589017838472,0.050953932061424,7,3,True,True,True,True,True,True,A,0.7063197026022305,159.0
M4A1-S | Decimator (Minimal Wear),True,True,True,0.1078,1.2155431370752712,292,summary,True,True,True,True,True,20.45,50,-0.0022247251576531,0.0,349,11.285256240502251,6.663597511539889,0.9322508491425732,6.98,-0.0710006113715101,-0.0138931985106203,-0.0331709084790046,0.1385074364936603,0.0,-0.0508206424460373,2026-05-22T00:35:06.847170+00:00,ok,,best_deal,2026-04-17T21:21:55.256895+00:00,,True,8,20.70375,20.65875,1/1,24.5453,24.142,22.5064,23.111,25.881,26.638,17.864,35.127,16.832550427169366,-0.0515759908457297,7,3,True,True,True,True,True,True,B,0.6742565055762081,175.0
StatTrak™ P2000 | Wicked Sick (Field-Tested),True,True,True,0.2156,0.5790232342234493,71,summary,True,True,True,True,True,3.45,50,0.0081901512603033,0.0,303,11.810662817604882,6.80459138085091,0.9308980921358772,6.06,-0.0755033557046979,-0.0049092285944697,-0.018442687066649,0.151769509981851,0.0700998185117967,-0.0428796685271697,2026-05-21T23:34:28.487505+00:00,ok,,best_deal,2026-05-12T05:34:04.360851+00:00,,True,8,4.51375,4.56875,1/1,4.3647,4.298,4.001,4.0865,4.602,4.893,3.098,5.492,20.43668522464315,0.0753842400585509,7,3,True,True,True,True,True,True,B,0.6352230483271376,196.0
M4A1-S | Basilisk (Minimal Wear),True,True,True,1.1488,17.36496718828874,228,summary,True,True,True,True,True,10.63,50,-0.0011852294913855,0.0,263,7.626637657853672,8.108278547667464,0.918280765869548,5.26,0.028737926079668,-0.0010592936627493,0.000298614823142,0.0914487467990999,0.0775587801660589,-0.0663365283038515,2026-05-22T00:29:31.185902+00:00,ok,,best_deal,2026-04-17T21:16:48.743822+00:00,,True,8,11.02,11.00625,1/1,12.6858,12.587,11.5584,12.094,13.0615,14.009,9.511,17.127,19.317662268047737,0.0137665198237886,7,3,True,True,True,True,True,True,B,0.5896840148698885,220.0
AWP | Wildfire (Field-Tested),True,True,True,0.062,0.252670818930628,348,summary,True,True,True,True,True,48.47,50,-0.0024049642677721,0.0,199,5.051257738027599,4.891979649662731,0.9509791110530345,3.98,0.0103633715502109,0.0063339825935497,,0.1321776414274889,0.0305124840599531,-0.037380173909205,2026-05-22T00:36:39.971166+00:00,ok,,best_deal,2026-04-17T04:58:17.763714+00:00,,True,8,48.54,48.4225,1/1,53.6797,53.569,50.943,52.2175,54.929,57.5956,45.169,60.62,12.393139305920114,0.0173733195449845,7,3,True,True,True,True,True,True,B,0.48698884758364314,277.0
USP-S | The Traitor (Field-Tested),True,True,True,0.0725,0.3935929906222192,279,summary,True,True,True,True,True,39.35,50,0.0005629284372625,0.0,197,6.383885928533825,4.927502399912349,0.950546271725358,3.94,0.0530835284933646,0.0018774009250896,-0.0109913339901556,0.1485938658265381,0.0659863787991103,-0.034837556583388,2026-05-22T00:14:23.108184+00:00,ok,,best_deal,2026-04-19T08:48:46.653553+00:00,,True,8,39.91875,39.94125,2/2,41.9807,41.829,39.7604,40.304,42.984,44.553,35.399,50.169,11.41619839592956,0.0309884047240898,7,3,True,True,True,True,True,True,B,0.4818773234200744,280.0
StatTrak™ M4A1-S | Black Lotus (Minimal Wear),True,True,True,0.0722,0.3131677241514296,143,summary,True,True,True,True,True,23.52,50,-0.0006380706628427,0.0,183,8.278730556663442,5.302641824777319,0.9460608168154244,3.66,0.0443057363866126,0.0036877540204131,-0.0110523314030329,0.1833449451798613,0.0656374903743903,-0.0402967705768158,2026-05-22T00:25:57.525170+00:00,ok,,best_deal,2026-05-11T18:50:42.072997+00:00,,True,8,24.3475,24.3325,1/1,26.3265,25.881,24.485,25.07,27.2495,28.9018,18.047,33.872,16.77701175621523,0.0702484203916642,7,3,True,True,True,True,True,True,B,0.4516728624535316,298.0
AK-47 | Aquamarine Revenge (Field-Tested),True,True,True,0.0876,0.48374570065461014,287,summary,True,True,True,True,True,42.43,50,0.0006209828401829,0.0,161,10.965150590575863,4.095996790075987,0.9576051219934244,3.22,0.0106708884182824,0.0031572008106527,-0.0003747969920744,0.127919277402555,0.0869069899910488,-0.0278327360413434,2026-05-22T00:13:31.522065+00:00,ok,,best_deal,2026-04-17T00:32:52.674079+00:00,,True,8,43.3375,43.36125,1/1,47.8516,46.232,44.272,44.807,50.054,53.418,34.527,62.071,19.113258490834166,0.063246236373075,7,3,True,True,True,True,True,True,B,0.4121747211895911,319.0
UMP-45 | Crimson Foil (Factory New),True,True,True,0.2035,0.6993047109846485,400,summary,True,True,True,True,True,14.72,50,0.0005742287430519,0.0,158,4.302988226445664,3.7121409355202575,0.962688086065276,3.16,-0.0393158596179475,-0.0049688155537728,-0.0512488718039905,0.1836608863198459,0.0,-0.0241653139996158,2026-05-22T00:14:08.154774+00:00,ok,,best_deal,2026-04-18T21:27:53.726345+00:00,,True,8,15.595,15.605,1/1,13.8276,13.757,13.2437,13.488,14.083,14.49,11.778,19.835,9.01313315398189,-0.1020139802062426,7,3,True,True,True,True,True,True,B,0.40845724907063197,321.0
USP-S | Blueprint (Field-Tested),True,True,True,0.0737,0.31132020677237615,156,summary,True,True,True,True,True,8.99,50,0.0007870591514565,0.0,150,6.425344607899924,3.9499594578941193,0.959654519640322,3.0,-0.0476351351351351,-0.0050040281729017,,0.1640061487525127,0.0188009932600213,-0.0266713356009254,2026-05-22T00:12:55.688246+00:00,ok,,best_deal,2026-04-18T22:25:35.914051+00:00,,True,8,9.48875,9.49625,1/1,8.633,8.452,8.111,8.2583,8.813,8.9085,6.11,16.465,9.237808409591098,0.013785662910573,7,3,True,True,True,True,True,True,B,0.3928903345724907,329.0
SSG 08 | Big Iron (Field-Tested),True,True,True,0.0912,0.44525416946901525,70,summary,True,True,True,True,True,10.72,50,0.01289885418972,0.0,143,5.681145697715694,3.996831668745505,0.9594269870609982,2.86,0.0280506905880677,-0.0028118063908254,-0.0189289592254688,0.1145429362880887,0.0272853185595568,-0.0153377164042999,2026-05-21T23:16:47.226283+00:00,ok,,best_deal,2026-04-18T18:07:04.280680+00:00,,True,8,12.32625,12.49875,1/1,10.9837,10.82,10.381,10.595,11.219,11.6632,9.191,14.882,11.67366188078698,0.0065991263128544,7,3,True,True,True,True,True,True,B,0.37314126394052044,338.0
SG 553 | Integrale (Field-Tested),True,True,True,0.1958,0.605766900896535,129,summary,True,True,True,True,True,8.52,50,0.0042877155648406,0.0,135,6.597395711182945,4.84352853603075,0.9503241999581676,2.7,-0.0774433879031468,-0.0070406663592373,-0.045188485767042,0.1496121559876739,0.0117947083200508,-0.032783535314127,2026-05-21T23:53:59.128067+00:00,ok,,best_deal,2026-04-18T17:43:35.578286+00:00,,True,8,11.37,11.4225,1/1,9.8069,9.562,9.087,9.2815,9.9285,10.5514,8.081,14.544,14.93234355402828,-0.0420399022801303,7,3,True,True,True,True,True,True,C,0.3489776951672863,352.0
StatTrak™ Zeus x27 | Tosai (Factory New),True,True,True,0.2538,0.6397020868667502,84,summary,True,True,True,True,True,4.06,50,-0.0151478586678063,0.0,112,6.251769882588711,6.567625852266536,0.93297765921974,2.24,-0.0473123056419368,-0.0065270542387861,-0.0492922016502048,0.1844252739566333,0.0,-0.0706132169863394,2026-05-22T01:46:16.891400+00:00,ok,,best_deal,2026-05-12T19:50:20.451907+00:00,,True,8,4.08375,4.0225,1/1,4.5907,4.4985,4.197,4.336,4.623,4.8157,2.727,8.956,13.477247478598024,-0.0569481090589271,7,3,True,True,True,True,True,True,C,0.28392193308550184,387.0
Glock-18 | Water Elemental (Factory New),True,True,True,0.1149,0.5524173864530719,225,summary,True,True,True,True,True,42.91,50,0.0038649723974043,0.0,106,7.803051639303525,5.853324166266304,0.9413150901087948,2.12,0.094507658643326,0.0174997168795717,0.0443520902009719,0.1544213198984385,0.1049801075591274,-0.0447851773848898,2026-05-21T23:57:15.029135+00:00,ok,,best_deal,2026-04-17T20:09:36.653159+00:00,,True,8,42.24625,42.41375,1/1,48.2888,48.164,45.3375,46.405,50.173,51.4,40.793,60.298,12.55467106244098,0.0383202208706121,7,3,True,True,True,True,True,True,C,0.262546468401487,396.0
M4A4 | Polysoup (Field-Tested),True,True,True,0.096,0.33035200031777334,167,summary,True,True,True,True,True,14.35,50,-0.0008874903378462,0.0,100,12.41995347499935,6.510886327400085,0.9337411889878974,2.0,0.0603817156829449,0.0027823354611942,-0.0095161140963202,0.2186779400461183,0.0860235716115808,-0.0564539285174538,2026-05-22T00:28:06.429280+00:00,ok,,best_deal,2026-04-17T23:19:30.989744+00:00,,True,8,16.53375,16.52125,1/1,15.3036,15.038,14.0416,14.218,16.1187,17.094,11.778,20.095,19.9456337071016,-0.0349857831623192,7,3,True,True,True,True,True,True,C,0.24419144981412638,407.0
M4A4 | Full Throttle (Minimal Wear),True,True,True,0.0541,0.369463949600777,129,summary,True,True,True,True,True,112.83,50,0.0043899939081423,0.0,84,5.377939252798609,4.068069558661886,0.9588952890933604,1.68,-0.0121792565117501,0.0044458099646038,-0.0167045981738388,0.1480324301099373,0.0519096589794603,-0.0277280057979007,2026-05-21T23:53:41.365442+00:00,ok,,best_deal,2026-04-17T23:10:08.421108+00:00,,True,8,111.89625,112.38875,1/1,107.1786,106.073,101.7129,103.764,109.528,115.1284,86.313,121.579,12.51695767625253,0.0112114400136011,7,3,True,True,True,True,True,True,C,0.20353159851301117,428.0
AK-47 | Inheritance (Factory New),True,True,True,1.0412,17.781324490622673,294,summary,True,True,True,True,True,165.58,50,0.0070651826723993,0.0,77,5.30718607835343,4.201227860960197,0.9571021394811848,1.54,0.0334737885735532,0.0005129901773853,-0.0122846374524555,0.1200039572615749,0.0455414852921779,-0.0268504216048039,2026-05-21T23:40:18.014615+00:00,ok,,best_deal,2026-04-17T00:44:46.153117+00:00,,True,8,174.61875,176.3925,1/1,169.8075,166.302,159.168,163.055,172.067,180.5988,152.256,251.201,12.620643964489204,0.0075483666349509,7,3,True,True,True,True,True,True,C,0.16101301115241634,449.0
MP9 | Hypnotic (Factory New),True,True,True,0.1163,0.5588698200872704,139,summary,True,True,True,True,True,30.38,50,0.0067864173315412,0.0,76,4.526283970520496,3.573382081989874,0.9642664363597108,1.52,0.0187702265372167,0.0094490055999044,-0.0215957605041833,0.1967739658336862,0.0479846110405195,-0.0209193926727266,2026-05-21T23:41:27.300644+00:00,ok,,best_deal,2026-04-18T07:32:01.258389+00:00,,True,8,31.72,31.93125,1/1,27.7888,27.789,26.796,27.189,28.4468,28.939,22.61,31.381,7.711739981575313,0.0024413544209744,7,3,True,True,True,True,True,True,C,0.15520446096654275,454.0
M4A1-S | Printstream (Field-Tested),True,True,True,0.0803,0.32932274869759365,400,summary,True,True,True,True,True,213.27,50,4.879006412251974e-05,0.0,63,7.870492266590666,9.32840237401052,0.9081518830790454,1.26,0.0407502074411971,-0.0022326340624246,,0.1144431089743589,0.0391546474358974,-0.0861530648930346,2026-05-22T00:19:08.440547+00:00,ok,,best_deal,2026-04-17T22:14:55.595031+00:00,,True,8,230.38875,230.395,1/1,248.3898,252.273,229.1022,240.075,259.6245,278.765,28.995,300.996,19.99389668979965,-0.0217020659488823,7,3,True,True,True,True,True,True,C,0.09223977695167285,489.0
M4A1-S | Golden Coil (Field-Tested),True,True,True,0.0619,0.33784716280148175,191,summary,True,True,True,True,True,69.4,50,0.0006403941617678,-6.187353050357558e-05,84,7.374569900810823,5.9504671989873,0.94033841311177,1.68,0.0849248273059728,-0.0080726594222415,,0.162784019975031,0.0782771535580522,-0.0503015819475294,2026-05-22T00:13:13.751791+00:00,ok,,best_deal,2026-04-17T21:24:54.042636+00:00,,True,8,76.4825,76.5425,1/1,79.3131,79.1045,74.385,76.5575,82.4065,84.95,67.188,92.954,13.320624209619844,0.0232825524576025,7,3,True,True,True,True,True,True,C,0.20353159851301117,427.0
StatTrak™ Glock-18 | Shinobu (Minimal Wear),True,True,True,0.2732,2.11231780908866,83,summary,True,True,True,True,True,20.41,50,-0.0045744505913712,-0.0002487562189054,118,7.208381759466138,5.532372959133344,0.9438788827982252,2.36,0.0208286472625849,0.0013562041269113,,0.1844702979023444,0.0204036664903931,-0.0493713946349077,2026-05-22T00:49:01.853584+00:00,ok,,best_deal,2026-05-11T18:15:11.646149+00:00,,True,8,20.31125,20.21875,1/1,23.3173,22.986,21.696,22.507,24.1878,25.139,10.47,31.27,14.76586054131481,-0.0714651062872107,7,3,True,True,True,True,True,True,C,0.2927509293680297,382.0
StatTrak™ Glock-18 | Vogue (Minimal Wear),True,True,True,0.136,0.3970254111771958,116,summary,True,True,True,True,True,11.83,50,0.0012565408207415,-0.0002946375957573,132,4.772077694820349,6.562062529164712,0.9343209516164344,2.64,-0.0373686808150602,-0.0096799782427226,,0.1093166337068777,0.0139529773676116,-0.0531420567979245,2026-05-22T00:09:36.796198+00:00,ok,,best_deal,2026-05-11T18:37:06.330471+00:00,,True,8,14.185,14.2075,1/1,13.7152,13.703,12.803,13.3575,14.012,14.6586,7.999,19.271,13.52951469902006,-0.0184406340989969,7,3,True,True,True,True,True,True,C,0.3406133828996283,355.0
Desert Eagle | Kumicho Dragon (Battle-Scarred),True,True,True,0.0706,0.2626552053486151,43,summary,True,True,True,True,True,21.03,44,-0.0204686526319494,-0.0005252578883494,102,5.388713480350156,5.572280555759518,0.9440851412198116,2.3181818181818183,0.0943915343915344,0.0187192239777962,0.0592534406128839,0.1605878940243666,0.1482111777219106,-0.0657734546035795,2026-05-22T02:15:16.980005+00:00,ok,,best_deal,2026-04-17T06:59:06.880856+00:00,,False,8,21.355,20.9475,1/1->1/1,24.5142,24.43,23.064,23.855,25.176,26.175,20.095,27.505,12.69060381330005,0.0674621196482392,7,3,True,True,True,True,True,True,C,0.2611524163568773,400.0
XM1014 | Entombed (Factory New),True,True,True,0.2463,0.6207062294375523,161,summary,True,True,True,True,True,8.67,50,-0.0106504964392104,-0.000542888165038,514,3.61687293010283,5.686770088896619,0.9421734795613164,10.28,-0.026948366928964,-0.0076937132839603,-0.0462048471355759,0.2026143790849674,0.0429821646172593,-0.0464720153352301,2026-05-22T01:20:25.761421+00:00,ok,,best_deal,2026-04-19T08:58:19.552302+00:00,,True,8,9.12125,9.0325,2/2,9.1792,9.027,8.505,8.906,9.238,9.45,4.321,31.922,10.295014816105963,0.0,7,3,True,True,True,True,True,True,A,0.7802044609665427,119.0
USP-S | Printstream (Minimal Wear),True,True,True,0.1386,1.5736506795653977,369,summary,True,True,True,True,True,64.91,50,-0.0068470623973467,-0.0006929355509734,200,6.9180459315380025,6.277380761785567,0.9368487607486088,4.0,0.0182764563943469,-0.0042764271637983,,0.0863230445291501,0.0179484228271982,-0.0556414699284819,2026-05-22T01:00:57.346566+00:00,ok,,best_deal,2026-04-19T07:55:07.309657+00:00,,True,8,65.505,65.0625,1/2,75.5777,75.126,70.3817,72.25,77.4785,80.777,57.778,109.17,13.7544540254599,-0.0357683770727248,7,3,True,True,True,True,True,True,B,0.49093866171003714,275.0
AWP | Green Energy (Battle-Scarred),True,True,True,0.1191,0.3896041041525506,61,summary,True,True,True,True,True,10.63,50,-0.0027607038540848,-0.0009017132551848,573,5.320092214931735,4.957537782506745,0.9505940108001965,11.46,0.0687919463087249,0.0100475195075279,0.0289779032748853,0.1098901098901098,0.0828100470957613,-0.0304257208326892,2026-05-22T00:39:29.194083+00:00,ok,,best_deal,2026-04-17T03:59:51.987872+00:00,,True,8,10.9725,10.94375,1/1,10.1502,10.185,9.6818,9.889,10.429,10.539,7.062,11.9,8.44515379007309,-0.026366068016813,7,3,True,True,True,True,True,True,A,0.79182156133829,113.0
AWP | Crakow! (Battle-Scarred),True,True,True,0.1885,0.6689635083419548,160,summary,True,True,True,True,True,26.05,50,-0.0065638799682268,-0.0009469696969697,266,2.45866892751165,2.559599507458771,0.9743869429968084,5.32,-0.0525485063135201,-0.0039284964958488,,0.1792694323676404,0.0,-0.0161455334771668,2026-05-22T00:59:05.501836+00:00,ok,,best_deal,2026-04-17T03:54:41.662025+00:00,,True,8,26.90125,26.72375,1/1,24.7695,24.753,24.119,24.388,24.997,25.321,22.179,28.108,4.85274228385717,-0.0167399121054734,7,3,True,True,True,True,True,True,B,0.595957249070632,218.0
M4A1-S | Glitched Paint (Factory New),True,True,True,0.2312,0.9834262158339478,201,summary,True,True,True,True,True,15.19,50,-0.0011291371893884,-0.0009669102740499,323,7.797194883042067,7.188404892173922,0.9289077576225396,6.46,0.0833963214915596,0.0128810081736695,-0.0093670165489168,0.1798449612403101,0.0769767441860465,-0.0555584095616742,2026-05-22T00:29:19.723456+00:00,ok,,best_deal,2026-04-17T21:24:21.274022+00:00,,True,8,15.51125,15.49375,1/1,12.8123,12.955,12.034,12.108,13.107,13.237,10.723,26.126,9.389414859158771,-0.0133088572739789,7,3,True,True,True,True,True,True,B,0.6538104089219331,187.0
AWP | Atheris (Minimal Wear),True,True,True,0.1783,2.887245115801378,334,summary,True,True,True,True,True,8.46,50,-0.0043046258154814,-0.0011614401858305,1241,7.951647557277965,5.491857593221026,0.9449919549477072,24.82,-0.0422698320787493,-0.0009376565853968,-0.0054324073134377,0.0688230552196694,0.0246876259572752,-0.0309840769890836,2026-05-22T00:46:59.688210+00:00,ok,,best_deal,2026-04-17T03:50:42.559671+00:00,,True,8,8.73875,8.70125,1/1,9.9602,9.944,9.397,9.504,10.296,10.743,9.044,11.909,13.513784863757754,-0.0128319904506118,7,3,True,True,True,True,True,True,A,0.9103159851301115,49.0
AK-47 | Blue Laminate (Field-Tested),True,True,True,0.1285,1.826399311938209,400,summary,True,True,True,True,True,16.66,50,-0.0057190881588307,-0.0011806375442738,201,5.919386707356481,5.289403602357934,0.9318612984822936,4.02,0.1179924963297265,0.0229953633918807,,0.1404114585866446,0.1404114585866446,-0.0445990498395096,2026-05-22T00:54:19.079423+00:00,ok,,best_deal,2026-04-17T00:36:03.552052+00:00,,True,8,17.14375,17.04375,1/1,24.4451,18.976,17.683,18.126,19.573,20.645,16.526,311.602,12.116947772764275,0.1345251889863707,7,3,True,True,True,True,True,True,B,0.49674721189591076,269.0
SSG 08 | Rapid Transit (Factory New),True,True,True,0.3415,2.8619903898548573,107,summary,True,True,True,True,True,12.63,50,-0.0118705406594503,-0.0011811023622048,63,9.730130413886933,8.013815237490126,0.9164997453742998,1.26,-0.0383312155866159,-0.0169272735906275,,0.2468178815238934,0.0071790354547455,-0.0849265242514035,2026-05-22T01:27:18.852049+00:00,ok,,best_deal,2026-04-18T18:29:48.161793+00:00,,True,8,12.8775,12.72625,1/1,12.2763,11.782,10.7982,11.2435,12.438,13.161,4.502,30.044,19.246841475037265,-0.0581183107939933,7,3,True,True,True,True,True,True,C,0.09223977695167285,490.0
